rgiid,Name,surge_reduced,Slope,thick_w0,thick_w1,thick_w2,thick_w3,thick_w4,thick_w5,thick_w6,thick_w7,thick_w8,thick_w9,thick_w10,thick_w11,windowlength_w0,windowlength_w1,windowlength_w2,windowlength_w3,windowlength_w4,windowlength_w5,windowlength_w6,windowlength_w7,windowlength_w8,windowlength_w9,windowlength_w10,windowlength_w11,bedslope_w0,bedslope_w1,bedslope_w2,bedslope_w3,bedslope_w4,bedslope_w5,bedslope_w6,bedslope_w7,bedslope_w8,bedslope_w9,bedslope_w10,bedslope_w11,surfslope_w0,surfslope_w1,surfslope_w2,surfslope_w3,surfslope_w4,surfslope_w5,surfslope_w6,surfslope_w7,surfslope_w8,surfslope_w9,surfslope_w10,surfslope_w11
RGI60-07.00040,Amenfonna,0,5.8,339.74100000000107,302.5281099999995,225.6539200000004,152.29973000000015,108.45302500000015,118.80068500000013,147.45389000000029,140.03057000000035,138.8318400000003,122.10628999999983,75.18783900000012,,325.336773731425,1547.4930423377002,1789.365886470388,1626.7040714208295,1265.2818399422813,1150.2568087927941,1346.3407592249976,1626.704346546003,1564.5090627845516,1286.015550764537,1150.24496477608,,-0.02921079591730371,-0.03400246111138785,-0.016884176123304232,-0.012488807325938541,0.012823214648295998,0.04441129791699493,0.02846944273903019,0.011670570672484672,0.06555610589617113,0.040790527475499515,0.020054544922515117,,0.008829574703396627,0.009552708746496835,0.01627901080279283,0.03660428029364481,0.019081605789172222,0.02112238404774187,0.013944399244832057,0.028327612376903507,0.04839359635830222,0.0798504500555251,0.06528299319275183,
RGI60-07.00041,Maudbreen,0,13.0,360.15488999999997,344.0863650000002,313.95052500000014,283.72531000000083,325.46973499999933,328.81346499999944,262.52230499999945,255.70004500000053,216.8967650000004,145.86633000000037,90.91488000000014,,1542.291065110418,2065.812896498392,2275.316147967555,2132.469581361429,2091.0598466286897,2313.4357648110595,2259.897640753967,2065.8218944674645,2313.4395481667534,2343.4784344922273,374.058956702773,,0.029342462505363893,-0.006061951024440185,-0.004289144681115135,0.02719964799142015,0.02413315234756016,-0.029441539524709157,0.02850510376128436,0.01837406746177007,0.011555851705342032,0.006388866339406828,0.04873786043153761,,0.007716937489389976,0.00805878868489338,0.008776370395678785,0.025062588191776446,0.019274320810073593,0.020798853035265467,0.02607350116821695,0.018605642802913106,0.03367765173297922,0.043300074759510594,0.06506609388435881,
RGI60-07.00042,Bodleybreen,1,8.2,355.25875000000065,341.33941000000044,287.73063499999995,249.42142500000037,199.2724600000001,157.63523999999973,139.24802500000024,156.15900499999967,165.28327999999976,131.86504000000014,94.05933999999985,,1132.3491078676464,1776.5821918885651,1998.6651453542095,1616.7295558382496,1256.2474157880354,1413.2790724105153,1256.2487137549583,1413.280534478341,1413.2813054723847,1294.9123201112664,314.0623184266251,,0.034630571175402906,-0.024281826031246775,0.06080769178764835,-0.013128670994339984,0.025780131280926873,-0.0044998310668310495,0.037427877017040874,0.04962464994791879,0.025289896445253434,-0.0010447630212125458,0.07231036593907472,,-0.011315585454444659,0.0292079191680766,0.052961033817682066,0.037609762373128415,0.03253435022235107,0.039184729977334576,0.027422970720516884,0.03419532300969808,0.031436740954505556,0.04558319737263204,0.08658324471207135,
RGI60-07.00043,Eltonbreen,0,7.4,318.6547350000004,353.9419399999998,380.43511500000017,332.1126099999997,284.8018200000004,251.9632249999997,215.38703000000046,189.60141499999995,158.13592500000004,121.22169500000015,54.65441000000008,,208.0377013192917,1060.7878966529395,1148.9252305234584,1045.3757874698651,1040.1880016219327,1040.188375772803,1213.0570005203774,1618.148362656463,1471.0393332937942,1213.0471916544375,757.2613231900034,,0.02186822208994955,0.07282617507689267,0.01917716490388538,-0.04109281522038917,0.00919707806584436,-0.0060265854256645905,0.02240366459043872,0.023722705726694535,0.0372178608011065,0.021957228796699778,0.02334940720134605,,0.0198634978299175,0.018607726927038628,0.018804577062898006,0.022725903470452516,0.026461441373450224,0.034287027562025986,0.041900671989325046,0.038526490387854904,0.05185799001494717,0.06265866841055971,0.12313060897033831,
RGI60-07.00044,DeGeerfonna,0,7.7,,55.14240700000001,60.462818500000004,62.96779999999994,64.2189465,64.63829,61.561935000000005,59.58936750000003,55.471171500000004,46.75462149999999,34.77026,,,108.00868992376643,81.00651884821903,81.00652009317858,81.00652134362329,81.00652259209677,108.00869865452695,81.00652539793724,85.38837878804715,85.388384651441,60.37871306676002,,,0.11699208292407805,0.1067742404746493,0.08977915303276839,0.07677605306358115,0.07091246157358633,0.09827555846864075,0.03712364805011336,0.015214596705667504,-0.06053722834776313,0.0,,,0.04911586337007698,0.0668889940379131,0.06826148420724511,0.06758749638991189,0.06980128014010177,0.10856663403437321,0.07184883055408167,0.07846798923888564,0.07996670668777875,0.0,
RGI60-07.00045,Backabreen,0,8.2,92.41164500000008,119.12563000000024,116.22515999999999,89.96975250000008,77.05803500000002,78.17431000000003,79.83083499999984,79.82599000000003,75.76764499999993,60.51560800000002,,,310.2404428975218,438.745972333763,306.01901780495115,371.3086973793114,322.5724567866698,388.42878062891737,411.20107298996203,367.78957044054636,411.20140781370714,367.78970434774243,,,0.08198099806071707,0.03249893976595803,-0.05026855730395099,-0.04652539666903923,0.011193343145033476,-0.003621767796407141,-0.007841185563283214,-0.00819026118478876,0.009222554701476409,0.06357775288000224,,,-0.047751960577442805,0.002627163371975834,0.011488878461948245,0.006755327472434404,0.008395156875317515,-0.007045319134583347,-0.021621330557648973,-0.0027484668839813996,0.020672956463371188,0.12199144411683453,,
RGI60-07.00046,,0,14.3,29.587031000000017,40.78681300000005,43.44221800000004,31.79286000000001,36.331730500000035,52.21416050000005,56.05962000000001,51.43000050000003,50.997024499999974,45.824044999999956,35.33221000000002,,231.95161550544444,352.72649923416583,287.0253129600936,287.02532838759697,287.0253438254219,312.27422086187295,289.93932610336185,350.33513031874855,330.5819154579303,330.5820743325521,91.68700154802347,,0.15764135681351418,0.22328766123954905,0.0766650054040155,0.07643775212773224,0.2995964608152552,0.20574631778636046,0.07107998123193761,0.12411089192512202,0.13578337020583517,0.09984280541596148,0.0,,0.15357083917753522,0.19803609212680007,0.09051717409632491,0.11225131632724657,0.23626204294827216,0.1680062604950118,0.0871737925091549,0.12415091562431253,0.13831170101062956,0.12818885046126208,0.0,
RGI60-07.00049,Mikkel Revbreen,0,11.2,69.00682999999994,62.57940000000005,51.49752649999999,49.36236650000001,57.009998,57.36307799999999,51.97997699999997,50.958238500000014,51.83528900000006,51.32471050000003,,,54.00604845998594,152.75213151953466,114.56406346316278,152.75203773123144,81.00898404313111,108.01197603890283,81.00898001127824,111.33619445134075,81.00898105553789,108.01197204744126,,,0.11482596781157196,0.033466679267825324,-0.02705157022990743,0.1556608677997637,0.09272352793919411,0.06350910921259392,0.0,0.11462051414577161,0.1626792093234811,0.12137594071900604,,,0.02311995623708028,0.08482918470364766,0.0973559013853266,0.09109139543606429,0.07288067633674365,0.07191771803037729,0.0,0.10022496476216343,0.1610837934416515,0.13188802583875045,,
RGI60-07.00050,,0,12.1,14.429811499999984,19.628247500000025,29.054911000000036,29.86312950000001,54.35992749999995,120.9711800000003,125.94617500000037,89.028845,64.68256000000012,30.591487499999964,15.22703700000004,,268.72711095795233,342.0340105136024,424.8955515604196,391.2735726501896,380.0388107325414,424.89660544389585,360.5369896014898,463.8975601560359,344.14087191094336,396.77378536831657,169.9593360097445,,0.25586086056452834,0.17109543423117538,0.13391343190000005,0.14235290803501488,0.27739270219125606,0.1721925122659001,-0.20432621595591505,-0.03979365122604724,-0.07636767891244056,0.08879063367626706,0.1756559813405861,,0.25501077296870994,0.14213602948231074,0.11374979109799617,0.16004670835055668,0.13632508591600648,-0.007646593625901783,-0.017884995333604645,-0.02779236311279924,0.05437965305145916,0.14623563239445625,0.21935570958673956,
RGI60-07.00051,,0,10.9,86.42023249999994,129.55410999999992,88.86484000000011,83.50799499999995,90.3997824999999,89.34009750000013,81.97122000000007,75.66839749999995,71.12388749999994,56.39034499999991,,,225.08678211399285,248.23078475097043,313.9900430003301,313.99021630475215,222.02473869582911,222.0248729099927,225.08756482886338,313.9909564798353,225.0877508740706,225.0877582738758,,,0.553075778595963,-0.12944819150731207,0.0644551868419584,0.08808587546239434,0.0015215860235529882,-0.0038441449582867263,0.05266022216140295,0.08677651774137757,0.16749440740960198,0.03149844472152718,,,0.0336926004833928,0.051471676487160806,0.09690216913854435,0.07659521041746052,-0.003701822826250175,0.010924467488025787,0.08148278251395798,0.10598648920999404,0.18042607654595613,0.1480010969734653,,
RGI60-07.00052,Lindhagenbreen,0,11.4,,145.41904499999984,100.83169499999993,77.3078475000001,67.193355,61.554121,58.365627,57.39040599999999,57.191581500000055,54.55479699999995,51.040794,,,158.41045005072553,158.41049840446453,118.80790643254294,158.41058540772158,115.46059915466684,84.00995083774116,115.46066811550106,158.41077950019638,140.01671444694875,56.00669994132555,,,-0.33985850314613747,-0.08134036278478607,0.020708287236809616,0.10399677915140508,0.2653972307685249,0.12483334024435931,0.12407132280761689,0.1871197645286077,0.10372780222364347,0.0,,,0.04793313430921548,0.0796973830092881,0.06422963873485536,0.14107803543283556,0.3077411226664442,0.13726288571810843,0.13163785873589004,0.1843942412706168,0.15308833235964303,0.0,
RGI60-07.00053,,0,13.0,,162.53901500000012,99.03966499999999,88.52718000000003,93.12028300000011,99.31947499999998,101.87948500000009,94.5133750000001,87.23215499999999,76.72147799999999,67.91726800000005,,,438.4572559962761,350.76555039532224,438.4566197648382,277.3041097745268,333.9181088895856,310.0349474477355,310.03470616083484,277.30324671742756,310.0341999962515,196.0827040131747,,,-0.16760771875343397,0.03727014669561206,0.11017256592395276,0.12172677044143203,0.11771644817615462,0.021740348763059702,0.07499611939983984,0.09670353738284644,0.09440880259037396,0.11546674424671209,,,0.0805915467066667,0.07918177298866297,0.11022062547971574,0.1077048321186478,0.09266641747724724,0.031171803824110934,0.09637791301725498,0.12478593223704325,0.11766872686324531,0.16701754348545053,
RGI60-07.00054,,0,11.7,180.30825499999995,130.656375,87.9394124999999,66.30410500000009,68.06013100000011,74.32527800000004,70.972675,78.84697500000014,81.6067650000002,73.66712499999996,37.624171200000056,,183.87047581563138,581.4498254916745,691.0458683016549,735.4839179592377,555.4311347959307,520.0671286105837,524.1151774252874,520.0686622101566,650.0866247145298,524.1168180950765,325.04344062117264,,-0.09647325245436376,-0.042062607840828735,0.03437761228793642,0.13523996515475514,0.026155710908791048,0.04910309583252828,0.00822064142941903,0.050449929840909936,0.0793082345994352,0.13752655612093165,-0.052650175677141135,,0.022631253950068805,0.04483114679306374,0.08465909892645845,0.13760747484573466,0.011161352269706602,0.05132484976074428,0.01148595864581359,0.022122853143600452,0.08822784689637236,0.1562713077289288,0.13731690572224642,
