,X,Y,ELA,beta,cmb
16243,411490,8743290,603.0581665039062,0.004712059740054496,-1.9499168395996094
16244,411490,8744290,603.0581665039062,0.004723065421491237,-1.158808708190918
16775,412490,8725290,603.0581665039062,0.004374497122154615,-1.8518562316894531
16777,412490,8727290,603.0581665039062,0.004505010196189271,-1.4858207702636719
16778,412490,8728290,603.0581665039062,0.004512994869747714,-0.46733570098876953
16779,412490,8729290,603.0581665039062,0.0045974139773682435,-0.3003864288330078
16780,412490,8730290,603.0581665039062,0.004605010327077619,-0.3782806396484375
16783,412490,8733290,603.0581665039062,0.004448149962111458,-0.34461498260498047
16785,412490,8735290,603.0581665039062,0.004360016252086338,-1.9435272216796875
16786,412490,8736290,603.0581665039062,0.0044112601916297045,-2.2783126831054688
16787,412490,8737290,603.0581665039062,0.004489715224322106,-2.1165618896484375
16788,412490,8738290,603.0581665039062,0.004529751637928036,-2.380859375
16789,412490,8739290,603.0581665039062,0.004659608407220535,-2.5068893432617188
16790,412490,8740290,603.0581665039062,0.004718981202342377,-2.6529388427734375
16792,412490,8742290,603.0581665039062,0.004741779809368515,-2.230682373046875
16793,412490,8743290,603.0581665039062,0.004712059740054496,-2.3021087646484375
16794,412490,8744290,603.0581665039062,0.004723065421491237,-2.2817535400390625
17323,413490,8723290,603.0581665039062,0.003473128438369059,-1.686767578125
17324,413490,8724290,603.0581665039062,0.004467301428941685,-2.0143585205078125
17325,413490,8725290,603.0581665039062,0.004374497122154615,-2.3218917846679688
17326,413490,8726290,603.0581665039062,0.004516065851091826,-2.171722412109375
